Date,Open,High,Low,Close,Adj Close,Volume
2001-06-15,55.42499923706055,56.005001068115234,55.17499923706055,55.665000915527344,36.02766799926758,1067400
2001-06-18,55.81499862670898,55.915000915527344,55.310001373291016,55.310001373291016,35.79789352416992,282600
2001-06-19,56.150001525878906,56.165000915527344,55.23500061035156,55.46500015258789,35.898216247558594,1777600
2001-06-20,55.375,56.07500076293945,55.375,56.04999923706055,36.2768440246582,476000
2001-06-21,56.0,56.72499847412109,55.875,56.5,36.56808853149414,240400
2001-06-22,56.45000076293945,56.45000076293945,55.875,56.13999938964844,36.33509826660156,180600
2001-06-25,56.09999847412109,56.18999862670898,55.38999938964844,55.63999938964844,36.101505279541016,30400
2001-06-26,55.04999923706055,55.775001525878906,55.02999877929688,55.494998931884766,36.0074348449707,146600
2001-06-27,55.59999847412109,55.84000015258789,55.23500061035156,55.5,36.010677337646484,114000
2001-06-28,55.900001525878906,56.68999862670898,55.900001525878906,56.18000030517578,36.45187377929688,357400
2001-06-29,56.025001525878906,56.810001373291016,55.95500183105469,56.5,36.65950775146485,215000
2001-07-02,56.29999923706055,56.970001220703125,56.29999923706055,56.650001525878906,36.75683975219727,290000
2001-07-03,56.57500076293945,56.67499923706055,56.415000915527344,56.619998931884766,36.73736572265625,56800
2001-07-05,56.44499969482422,56.470001220703125,55.97499847412109,55.97499847412109,36.318878173828125,627600
2001-07-06,55.5,55.540000915527344,54.5,54.5,35.36183547973633,777000
2001-07-09,54.71500015258789,55.09999847412109,54.650001525878906,54.84999847412109,35.58893585205078,850000
2001-07-10,55.130001068115234,55.15499877929688,54.125,54.125,35.118534088134766,218000
2001-07-11,54.22499847412109,54.2599983215332,53.630001068115234,54.19499969482422,35.16394805908203,47200
2001-07-12,54.72499847412109,55.54499816894531,54.720001220703125,55.47999954223633,35.997703552246094,64800
2001-07-13,55.20000076293945,55.869998931884766,55.150001525878906,55.744998931884766,36.16962814331055,430000
2001-07-16,55.775001525878906,55.775001525878906,55.040000915527344,55.09999847412109,35.75112533569336,46400
2001-07-17,55.0,55.75,54.869998931884766,55.75,36.17287826538086,183400
2001-07-18,55.275001525878906,55.54499816894531,54.95500183105469,55.16999816894531,35.79654693603516,54400
2001-07-19,55.875,56.119998931884766,55.25,55.47999954223633,35.997703552246094,18600
2001-07-20,55.5,55.64500045776367,55.25,55.48500061035156,36.00094223022461,11600
2001-07-23,55.625,55.69499969482422,54.525001525878906,54.525001525878906,35.378055572509766,52000
2001-07-24,54.334999084472656,54.52000045776367,53.400001525878906,53.77000045776367,34.88819885253906,102400
2001-07-25,53.84999847412109,54.470001220703125,53.72999954223633,54.45000076293945,35.329383850097656,519200
2001-07-26,54.34000015258789,55.14500045776367,54.19499969482422,55.14500045776367,35.780330657958984,65000
2001-07-27,55.185001373291016,55.41999816894531,54.869998931884766,55.2400016784668,35.84196853637695,208000
2001-07-30,55.400001525878906,55.400001525878906,54.95500183105469,55.19499969482422,35.81277847290039,25600
2001-07-31,55.25,55.91999816894531,55.20500183105469,55.41999816894531,35.95876693725586,119200
2001-08-01,55.59999847412109,55.970001220703125,55.47499847412109,55.65999984741211,36.11449432373047,237400
2001-08-02,56.17499923706055,56.20000076293945,55.625,55.834999084472656,36.22803115844727,62200
2001-08-03,55.79999923706055,55.79999923706055,55.27000045776367,55.63999938964844,36.101505279541016,17600
2001-08-06,55.59999847412109,55.59999847412109,54.90999984741211,55.0,35.686256408691406,30400
2001-08-07,54.95000076293945,55.16999816894531,54.900001525878906,55.09999847412109,35.75112533569336,29200
2001-08-08,54.92499923706055,55.220001220703125,54.04999923706055,54.09999847412109,35.1022834777832,54400
2001-08-09,54.04499816894531,54.2599983215332,53.80500030517578,54.2599983215332,35.206111907958984,56200
2001-08-10,54.29999923706055,54.625,53.57500076293945,54.47999954223633,35.34883117675781,114200
2001-08-13,54.619998931884766,54.72999954223633,54.36000061035156,54.57500076293945,35.410491943359375,34200
2001-08-14,54.775001525878906,54.95000076293945,54.35499954223633,54.45500183105469,35.33262634277344,38600
2001-08-15,54.69499969482422,54.69499969482422,53.98500061035156,53.98500061035156,35.027679443359375,49800
2001-08-16,53.94499969482422,54.150001525878906,53.54999923706055,54.150001525878906,35.13472366333008,42800
2001-08-17,53.86000061035156,53.900001525878906,53.16999816894531,53.32500076293945,34.59945297241211,84600
2001-08-20,53.375,53.72499847412109,53.34999847412109,53.70000076293945,34.842750549316406,71800
2001-08-21,53.79999923706055,54.150001525878906,52.95000076293945,52.95000076293945,34.35613250732422,69800
2001-08-22,53.290000915527344,53.57500076293945,52.86000061035156,53.43999862670898,34.67405319213867,326800
2001-08-23,53.45000076293945,53.53499984741211,53.25,53.369998931884766,34.628665924072266,31000
2001-08-24,53.5,54.345001220703125,53.40499877929688,54.345001220703125,35.26127243041992,52400
2001-08-27,54.20000076293945,54.34999847412109,54.0,54.150001525878906,35.13472366333008,75600
2001-08-28,54.07500076293945,54.07500076293945,53.244998931884766,53.244998931884766,34.547550201416016,61600
2001-08-29,53.47499847412109,53.47499847412109,52.650001525878906,52.744998931884766,34.223114013671875,90000
2001-08-30,52.625,52.81999969482422,51.70500183105469,51.95500183105469,33.71054458618164,111800
2001-08-31,52.07500076293945,52.560001373291016,51.915000915527344,52.17499923706055,33.8532829284668,69800
2001-09-04,52.16999816894531,53.03499984741211,51.900001525878906,51.900001525878906,33.674842834472656,71600
2001-09-05,51.92499923706055,52.060001373291016,51.2599983215332,51.82500076293945,33.62617111206055,45800
2001-09-06,51.70500183105469,51.70500183105469,50.775001525878906,50.775001525878906,32.94490051269531,90600
2001-09-07,50.52000045776367,50.84000015258789,49.75,49.75,32.27986145019531,133200
2001-09-10,49.650001525878906,50.29999923706055,49.375,50.125,32.52315902709961,75200
2001-09-17,47.125,48.54999923706055,47.125,47.744998931884766,30.978914260864254,410000
2001-09-18,47.72499847412109,48.0,47.07500076293945,47.1349983215332,30.5831241607666,318400
2001-09-19,47.25,47.525001525878906,45.09999847412109,46.5,30.171104431152344,257200
2001-09-20,45.75,45.95000076293945,45.0,45.0,29.19782829284668,218200
2001-09-21,43.5,45.0,43.400001525878906,44.275001525878906,28.72743797302246,223200
2001-09-24,45.5,45.97499847412109,45.130001068115234,45.69499969482422,29.754636764526367,578000
2001-09-25,45.97499847412109,46.31999969482422,45.5,46.125,30.03464126586914,190000
2001-09-26,46.42499923706055,46.42499923706055,45.6349983215332,45.77000045776367,29.80346298217773,244200
